Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Curacao,CUW,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.714285715,0.714285715,0.714285715,0.714285715,0.714285715,0.714285715,0.714285715,0.72607141,0.833333334,0.833333334,0.827415018,0.832755031,0.799360512,0.815660685,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833332999,0.833333,0.833333,0.833333,0.833333,0.833332,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.833331,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,0.83333,,,,,,,,
Cyprus,CYP,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.362103333,0.416666999,0.416666999,0.416666999,0.410730598,0.383572369,0.349950503,0.364692711,0.368907243,0.410495692,0.408121577,0.373512583,0.354443864,0.353051687,0.421430759,0.475385896,0.526640771,0.58838586,0.612552316,0.518143083,0.481096583,0.466628833,0.494624917,0.458079917,0.4644285,0.449548583,0.497405167,0.492191,0.452420167,0.46631125,0.513897333,0.517825583,0.54294775,0.622409117,0.643107026,0.61065999,0.517443262,0.468600552,0.464070507,0.458915947,0.426125,,,,,,,
Czech Republic,CZE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.15283333,28.78508333,26.54066667,27.14491667,31.69841667,32.28116667,34.56925,38.59841667,38.03532833,32.73851833,28.209,25.69975,23.95741667,22.59558333,20.29366667,17.07166667,19.063,19.09825,17.69591667,19.5775,19.57058333,20.7575
Germany,DEU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.200000003,4.033333336,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,4.000000003,3.943333336,3.660000003,3.50739351,3.188641666,2.672599999,2.587749999,2.460291666,2.517999999,2.322183332,2.008624999,1.832883333,1.817666666,2.259999999,2.426591666,2.553258332,2.845941666,2.943966667,2.171483333,1.797391667,1.756225,1.880041667,1.615733333,1.659541667,1.56165,1.653320833,1.622794167,1.4331325,1.504774167,1.734055833,1.7596676,,,,,,,,,,,,,,,,
Djibouti,DJI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,214.3920002,213.7787502,197.466,179.9423333,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.721,177.7208333
Dominica,DMA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.761908334,2.000000001,2.000000001,2.000000001,1.974872733,1.921278149,1.959219236,2.053232409,2.169795832,2.614670833,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Denmark,DNK,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.956541672,7.500000007,7.500000007,7.500000007,7.426337969,6.949291666,6.049499999,6.094899999,5.746149999,6.045024999,6.003191666,5.514624999,5.260958332,5.635941666,7.123366666,8.332441666,9.144991666,10.35659167,10.59639167,8.090991667,6.840316667,6.731525,7.310175,6.188558333,6.396458333,6.036133333,6.483939167,6.360551667,5.602366667,5.798671667,6.604459167,6.700826667,6.97624,8.083144167,8.3228175,7.894714167,6.587673333,5.991056667,5.99691,5.946778333,5.443700833,5.098130833,5.360866667,5.624075,5.368711535,5.792475537,5.616311686,5.612466667
Dominican Republic,DOM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,1,3.112608333,2.904333333,3.844758333,6.112516667,6.34,8.5253,12.692425,12.77418333,12.67578333,13.16014167,13.59735,13.77458333,14.265475,15.26659167,16.03308333,16.41501667,16.95161667,18.609825,30.83070833,42.09883017,30.51063789,33.25369246,33.31186194,34.86610163,36.11405222,37.30657899,38.23155875,39.33565636,41.80814392,43.5559627
Algeria,DZA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.912638337,4.480514953,3.962495412,4.180749999,3.949408332,4.163824999,4.146758332,3.965899999,3.853266666,3.837449999,4.315808332,4.592191666,4.788799999,4.983375,5.0278,4.702316667,4.849741667,5.914766667,7.608558333,8.957508333,18.472875,21.836075,23.34540667,35.05850083,47.66272667,54.74893333,57.70735,58.73895833,66.573875,75.25979167,77.21502083,79.6819,77.394975,72.06065,73.27630833,72.64661667,69.2924,64.5828,72.64741667,74.38598333,72.93788333,77.53596667,79.3684,80.57901667
East Asia & Pacific (developing only),EAP,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (all income levels),ECS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,15.00000002,16.50000002,18.00000002,18.00000002,18.00000002,18.00000002,18.00000002,18.00000002,18.00000002,18.00000002,20.91670002,25,25.00013818,25.00004196,25,25,25,25,25,25,25,25,30.02583333,44.11500833,62.5359,69.55625,122.7792417,170.4616667,301.6108333,526.3483333,767.7508333,1046.249333,1533.961667,1919.105,2196.728333,2564.494167,3189.474167,3998.266667,5446.5729,11786.80167,24988.38833,25000,25000,25000,25000,25000,25000,,,,,,,,
"Egypt, Arab Rep.",EGY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.348241999,0.348241999,0.404489125,0.434782609,0.434782609,0.434782609,0.434782609,0.434782609,0.434782609,0.434782609,0.434782609,0.434782999,0.434782609,0.397956243,0.391303667,0.391303667,0.391303667,0.391303667,0.391303667,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.7000007,0.866666667,1.55,3.138008333,3.321748333,3.3525175,3.385133333,3.392208333,3.391483333,3.38875,3.388,3.39525,3.47205,3.973,4.499666667,5.850875,6.196241667,5.778833333,5.733166667,5.635433333,5.4325,5.544553309,5.621942918,5.932827652,6.056058333,6.870325,7.077608561
Euro area,EMU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938627276,1.085400833,1.11751,1.062551667,0.886034167,0.805365,0.80412,0.797140833,0.7306375,0.682674711,0.71984336,0.755044952,0.719355254,0.778293601,0.753159182,
Eritrea,ERI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.486859024,2.486859024,2.486859024,2.488151917,2.502373741,2.502373741,2.502373741,2.502373741,2.502373741,2.502373741,2.502373741,2.495842545,2.302183841,2.100742755,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.071965457,2.805160963,5.004747481,5.470188997,6.164180648,6.357705892,6.837275,7.361930417,8.152633333,9.625,11.30945208,13.95819417,13.87789058,13.7875,15.36791667,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375,15.375
Spain,ESP,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,60.00000006,60.00000006,60.00000006,60.00000006,60.00000006,60.00000006,60.00000006,61.66666673,70.00000007,70.00000007,70.00000007,69.46866671,64.27141667,58.26008333,57.6865,57.40691667,66.90291667,75.96183333,76.66783333,67.125,71.70191667,92.32183333,109.8591667,143.4299167,160.761,170.0440833,140.0483754,123.4783333,116.4868333,118.3776667,101.9339167,103.9115833,102.3790833,127.2604167,133.957955,124.689,126.6615833,146.4136283,149.3953317,,,,,,,,,,,,,,,,
Estonia,EST,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.22275,12.99125,11.46475,12.038,13.88175,14.07466667,14.67758333,16.96863667,17.47807153,16.61179167,13.8564114,12.59556359,12.58378659,12.46548376,11.433853,10.69444309,11.25743089,11.80684823,,,,
Ethiopia,ETH,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.484470001,2.484470001,2.484470001,2.484469999,2.500000002,2.500000002,2.500000002,2.500000002,2.500000002,2.500000002,2.500000002,2.493475001,2.299999999,2.098749999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.069999999,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.07,2.8025,5,5.465,6.158333333,6.351675,6.709341667,7.115908333,7.94225,8.217258333,8.457491667,8.56775,8.599683333,8.635583333,8.666441667,8.698615833,8.96595,9.599741667,11.77759967,14.40958981,16.89922576,17.70476138,,
European Union,EUU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,3.200000002,3.200000002,3.200000002,3.200000002,3.200000002,3.200000002,3.200000002,3.449992502,4.199970003,4.199970003,4.199970003,4.184417791,4.146333333,3.821166666,3.773749999,3.678666666,3.864416666,4.029416666,4.117333333,3.895333333,3.730083333,4.315249999,4.820416666,5.570083333,6.01,6.197895833,5.06952,4.395565,4.182833333,4.291215833,3.823505,4.043979167,4.47944,5.712291667,5.2235125,4.366666667,4.59355,5.191435,5.344065833,,,,,,,,,,,,,,,,
Fiji,FJI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.792858,0.792858,0.792858,0.792858,0.792858,0.792858,0.792858,0.805854,0.870834,0.870834,0.870834,0.858823231,0.825183712,0.794223825,0.805603828,0.821883064,0.897715403,0.917440332,0.846770749,0.835743249,0.817964666,0.854626582,0.932448666,1.017020332,1.082596666,1.153554166,1.132865833,1.243858333,1.430258333,1.483333333,1.480908333,1.4755575,1.502990833,1.541775,1.464125,1.406333333,1.4033,1.443675,1.986816667,1.969625,2.128625,2.276633333,2.186691667,1.8956,1.73295,1.690966667,1.731183333,1.610283333,1.593708333,1.955708333,1.918308333,1.793194258,1.789893922,1.841387986,1.887349723
France,FRA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,5.194197504,5.554190005,5.540601355,5.044544516,4.452779674,4.809618473,4.287799515,4.802878363,4.905173323,4.513099999,4.254416666,4.225574999,5.434608333,6.572099999,7.621291666,8.7391,8.985225,6.926091667,6.010708333,5.956941667,6.380141667,5.445275,5.642116667,5.293815833,5.66323,5.552045,4.9914825,5.1155225,5.836691667,5.899515667,,,,,,,,,,,,,,,,
Faeroe Islands,FRO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.956545005,7.500000007,7.500000007,7.500000007,7.426337969,6.949291666,6.049499999,6.094899999,5.746149999,6.045024999,6.003191666,5.514624999,5.260958332,5.635941666,7.123366666,8.332441666,9.144991666,10.35659167,10.59639167,8.090991667,6.840316667,6.731525,7.310175,6.188558333,6.396458333,6.036133333,6.483939167,6.360551667,5.602366667,5.798671667,6.604459167,6.700826667,6.97624,8.083144167,8.3228175,7.894714167,6.587673333,5.991056667,5.99691,5.946778333,5.443700833,5.098130833,5.360866667,5.624075,5.368711535,5.792475537,5.616311686,5.612466667
"Micronesia, Fed. Sts.",FSM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
Gabon,GAB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,275.3564567,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529
United Kingdom,GBR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.362103333,0.416666999,0.416666999,0.416666999,0.410920237,0.400390462,0.408170945,0.42775644,0.452041166,0.556509832,0.573271999,0.521504582,0.472181166,0.430294999,0.497641332,0.572446832,0.659724582,0.751806666,0.779246,0.682197333,0.6119265,0.562170167,0.61117275,0.563177167,0.567015333,0.569774167,0.666756553,0.653426604,0.63366812,0.640958255,0.610836114,0.603823594,0.618056845,0.660930833,0.694655,0.667223333,0.6124725,0.54618,0.549998333,0.543486667,0.499771667,0.54396625,0.641919263,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627
Georgia,GEO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2628,1.2975,1.389816667,2.024516667,1.976166667,2.073016667,2.195675,2.14565,1.91665,1.812675,1.780433333,1.670491667,1.490791667,1.670487097,1.782341667,1.68649543,1.651258333,1.66335,1.765666667
Ghana,GHA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,7.14E-05,8.61E-05,0.000101985,0.000101985,0.000101985,0.000103429,0.000133267,0.000116437,0.000114938,0.000114938,0.000114938,0.000114938,0.000176263,0.000274852,0.000274852,0.000274852,0.000274852,0.000882523,0.003596684,0.005433577,0.008915621,0.015365068,0.020223705,0.026985484,0.032615622,0.036763307,0.043685167,0.064871188,0.095568239,0.119913873,0.163547168,0.204796278,0.231165901,0.266642972,0.544919176,0.716305158,0.792417084,0.866764327,0.899494854,0.90627897,0.916451773,0.935247846,1.057858333,1.4088,1.431025,1.51185,1.795816667,1.95405,
Guinea,GIN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.68500002,24.61275202,22.73627398,20.71609177,20.55627617,20.67326493,21.38195694,21.14448267,19.72354076,19.10701332,18.96889304,20.94811712,22.36602852,23.09518398,24.0899437,24.33309879,333.4525,428.4025,474.3958333,591.6458333,660.1666667,753.8580833,902.0013333,955.4903333,976.6364167,991.4115,1004.016583,1095.3255,1236.83175,1387.401333,1746.869917,1950.558333,1975.84375,1984.93125,2243.93125,3644.333333,5148.75,4197.752004,4601.691004,4801.083238,5726.071021,6658.031258,6985.829026,6907.87807,7014.118777
"Gambia, The",GMB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.785710715,1.785710715,1.785710715,1.785710715,1.785710715,1.785710715,1.785710715,1.835313929,2.083330001,2.083330001,2.083330001,2.054598274,2.001332796,1.702404564,1.710926786,1.808043707,2.225673135,2.293018881,2.085745297,1.8884158,1.72098284,1.990170209,2.289510185,2.638574619,3.584057334,3.893873804,6.924971088,7.074400105,6.708423238,7.58358294,7.878992181,8.73314084,8.895714913,9.114419472,9.58177096,9.544264819,9.79717347,10.20016667,10.6431,11.39509167,12.7876251,15.68715833,19.917825,28.53050833,30.03008333,28.57543333,28.065725,24.87343333,22.19235,26.6443612,28.01195366,29.46152006,32.07713389,35.95758683,41.73296165
Guinea-Bissau,GNB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.442307693,0.436310312,0.41620641,0.37715641,0.390894872,0.392973077,0.465062821,0.517599046,0.539058981,0.523954671,0.520167121,0.574441627,0.613324103,0.647670128,1.608628205,2.45025641,3.13274359,8.600128205,17.07241026,27.84838462,33.62241026,56.28625641,106.6755769,155.1062051,198.340641,278.0391026,405.745,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529
Equatorial Guinea,GNQ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,258.6552554,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529
Greece,GRC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,30.0003,30.00005002,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.00000003,30.0003,29.62515001,30.0003,32.051325,36.51758333,36.83841667,36.74541667,37.03841667,42.61658333,55.40841667,66.80316667,88.06425,112.7165833,138.1190833,139.9811667,135.4295,141.8605,162.4165833,158.5139167,182.2664167,190.62425,229.2498433,242.6028175,231.6627358,240.7115425,273.0578533,295.529105,305.6466042,365.3985608,,,,,,,,,,,,,,
Grenada,GRD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.761908334,2.000000001,2.000000001,2.000000001,1.974872733,1.921278149,1.959219236,2.053232409,2.169795832,2.614670833,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Greenland,GRL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,6.907140006,7.005950006,7.500000007,7.500000007,7.500000007,7.417595656,6.949291666,6.049499999,6.094899999,5.746149999,6.045024999,6.003191666,5.514624999,5.260958332,5.635941666,7.123366666,8.332441666,9.144991666,10.35659167,10.59639167,8.090991667,6.840316667,6.731525,7.310175,6.188558333,6.396458333,6.036133333,6.483939167,6.360551667,5.602366667,5.798671667,6.604459167,6.700826667,6.97624,8.083144167,8.3228175,7.894714167,6.587673333,5.991056667,5.99691,5.946778333,5.443700833,5.098130833,5.360866667,5.624075,5.368711535,5.792475537,5.616311686,5.612466667
Guatemala,GTM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,0.999999999,1,1,1.875,2.5,2.619583333,2.816116667,4.485758333,5.02888,5.17063,5.6353625,5.751200833,5.8103425,6.0495125,6.065269167,6.394653333,7.38561,7.763159167,7.8585925,7.821645,7.940846667,7.946495833,7.633944167,7.602630833,7.673304167,7.560028333,8.161555417,8.057770833,7.785418333,7.833605417,7.85681375,7.732233333
Guam,GUM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.738099167,2.000000001,2.000000001,2.000000001,1.988660245,2.087272963,2.106176211,2.226855293,2.355384154,2.549999999,2.549999999,2.549999999,2.549999999,2.549999999,2.812499999,2.999999999,2.999999999,3.831571666,4.251855,4.272416667,9.755833333,10,27.15875,39.53333333,111.8106667,125.0025,126.7304417,138.2902408,141.9891667,140.375,142.4008333,150.5191667,177.995,182.43,187.3208333,190.665,193.8783333,198.3075,199.875,200.1883333,202.3466667,203.6333333,203.95,203.6358333,204.0175,204.3583333,205.3941667,206.4491667
High income,HIC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.714300005,5.714300005,5.714300005,5.714300005,5.714300005,5.714300005,5.714300005,5.743158338,6.060600005,6.060600005,6.060600005,5.98041047,5.641416667,5.1465,5.031583333,4.935166667,4.90475,4.662,4.683666667,5.002666666,4.976083333,5.589333333,6.069916667,7.265166667,7.818,7.79075,7.803333333,7.79825,7.806,7.799916667,7.78975,7.771166667,7.740583333,7.735583333,7.728416667,7.735833333,7.734254167,7.742083333,7.745333333,7.7575,7.791166667,7.79875,7.798916667,7.78675,7.788,7.777333333,7.767833333,7.801416667,7.786833333,7.75175,7.769166667,7.784,7.756416667,7.756,7.754083333
Honduras,HND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2.000000001,2,2.000009211,2.000000001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4.111983333,5.316666667,5.497916667,6.471583333,8.4087575,9.470986667,11.7053025,13.00347417,13.385015,14.21316833,14.83920333,15.47366667,16.43338333,17.34529167,18.20622071,18.83234167,18.89520833,18.8951,18.90375833,18.8951,18.8951,18.91714167,19.50224951,,
Heavily indebted poor countries (HIPC),HPC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26329825,3.579148917,5.998011417,5.230756083,5.434161167,6.160582583,6.363285667,7.111742833,8.277666417,8.341541,7.8716825,6.704968833,6.034340667,5.949236917,5.83779325,5.364535667,4.93503975,5.283946417,5.498010583,5.34386975,5.850291833,5.704880167,5.748165417
Haiti,HTI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,5.000000004,4.999999999,5.000018425,5.000000003,5.000004146,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,4.999999999,5,5,5,5,5,5,5,6.034166667,9.801666667,12.8225,15.04,15.10973333,15.70115,16.6545,16.76566667,16.93789167,21.17066667,24.42908333,29.25048333,42.36675833,38.35203333,40.44855,40.40851667,36.86141667,39.10759167,41.19760833,39.7974,40.52282194,41.94972295,43.46278333,45.21598089
Hungary,HUN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,60,60,60,59.82161667,55.26,48.966225,46.7524,43.97138333,41.57526667,40.96075,37.91135,35.578,32.53228333,34.31429167,36.63055,42.67115,48.04220833,50.1194,45.83215,46.97054167,50.41320833,59.06634167,63.20586667,74.73538333,78.98839167,91.93318333,105.1604583,125.681425,152.6466667,186.7891667,214.4016667,237.1458333,282.1791667,286.49,257.8866667,224.3066667,202.7458333,199.5825,210.39,183.6258333,172.1133333,202.3416667,207.9441667,201.055,225.1041667,223.695,232.6016667
Indonesia,IDN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,149.5833333,296.2916667,326,362.8333333,391.875,415,415,415,415,415,415,442.0454167,623.0555,626.994,631.7566667,661.42075,909.2648333,1025.944833,1110.58,1282.56,1643.848333,1685.704167,1770.059167,1842.813333,1950.3175,2029.920833,2087.103867,2160.753675,2248.607975,2342.296292,2909.38,10013.6225,7855.15,8421.775,10260.85,9311.191667,8577.133333,8938.85,9704.741667,9159.316667,9141,9698.9625,10389.9375,9090.433333,8770.433333,9386.629167,10461.24,11865.2113
Isle of Man,IMN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.367063999,0.416666999,0.416666999,0.416666999,0.409160281,0.399680256,0.407830343,0.429464999,0.452041166,0.556509832,0.573271999,0.521504582,0.472181166,0.430294999,0.497641332,0.572446832,0.659724582,0.751806666,0.779246,0.682197333,0.6119265,0.562170167,0.61117275,0.563177167,0.567015333,0.569774167,0.666756553,0.653426604,0.63366812,0.640958255,0.610836114,0.603823594,0.618056845,0.660930833,0.694655,0.667223333,0.6124725,0.54618,0.549998333,0.543486667,0.499771667,0.54396625,0.641919263,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627
